Date,Description,Deposits,Withdrawls,Balance
22-Aug-2020,NEFT,00.00,"1,235.78","6,178.88"
22-Aug-2020,Transfer,"602,287.00",00.00,"608,465.88"
22-Aug-2020,Debit Card,06.15,00.00,"608,472.03"
22-Aug-2020,NEFT,00.00,"101,412.01","507,060.02"
22-Aug-2020,RTGS,58.00,00.00,"507,118.02"
22-Aug-2020,Miscellaneous,03.00,00.00,"507,121.02"
22-Aug-2020,ATM,00.00,"63,390.13","443,730.89"
22-Aug-2020,Reversal,00.00,"443,730.89",00.00
22-Aug-2020,Transfer,"1,058,363.20",00.00,"1,058,363.20"
22-Aug-2020,Cash,"2,039,653.00",00.00,"3,098,016.20"
22-Aug-2020,Debit Card,00.00,"774,504.05","2,323,512.15"
22-Aug-2020,Tax,264.30,00.00,"2,323,776.45"
22-Aug-2020,ATM,00.00,"2,323,776.45",00.00
22-Aug-2020,Debit Card,"2,418.59",00.00,"2,418.59"
22-Aug-2020,RTGS,"3,368.00",00.00,"5,786.59"
22-Aug-2020,Tax,"208,446.00",00.00,"214,232.59"
22-Aug-2020,NEFT,243.46,00.00,"214,476.05"
22-Aug-2020,Reversal,00.00,"30,639.44","183,836.61"
22-Aug-2020,Purchase,00.00,"18,383.66","165,452.95"
22-Aug-2020,NEFT,00.00,"41,363.24","124,089.71"
22-Aug-2020,Reversal,416.00,00.00,"124,505.71"
22-Aug-2020,Debit Card,"436,646.00",00.00,"561,151.71"
22-Aug-2020,Purchase,00.00,"280,575.86","280,575.86"
22-Aug-2020,Reversal,00.00,"28,057.59","252,518.27"
22-Aug-2020,NEFT,00.00,"50,503.65","202,014.62"
22-Aug-2020,RTGS,00.00,"202,014.62",00.00
22-Aug-2020,IMPS,"936,277.00",00.00,"936,277.00"
22-Aug-2020,Cash,00.00,"93,627.70","842,649.30"
22-Aug-2020,Debit Card,"2,470.40",00.00,"845,119.70"
22-Aug-2020,Bill,00.00,"211,279.93","633,839.77"
22-Aug-2020,Reversal,00.00,"211,279.92","422,559.85"
22-Aug-2020,Tax,00.00,"42,255.99","380,303.86"
22-Aug-2020,Debit Card,06.00,00.00,"380,309.86"
22-Aug-2020,Interest,00.00,"54,329.98","325,979.88"
22-Aug-2020,Tax,00.00,"40,747.49","285,232.40"
22-Aug-2020,Reversal,"753,112.00",00.00,"1,038,344.40"
22-Aug-2020,Cheque,00.00,"207,668.88","830,675.52"
22-Aug-2020,RTGS,05.00,00.00,"830,680.52"
22-Aug-2020,ATM,45.50,00.00,"830,726.02"
22-Aug-2020,NEFT,00.00,"118,675.15","712,050.87"
22-Aug-2020,Bill,06.00,00.00,"712,056.87"
22-Aug-2020,Cheque,00.00,"89,007.11","623,049.76"
22-Aug-2020,Commission,03.05,00.00,"623,052.81"
22-Aug-2020,RTGS,"249,958.00",00.00,"873,010.81"
22-Aug-2020,Interest,00.00,"97,001.20","776,009.61"
22-Aug-2020,Transfer,00.00,"155,201.92","620,807.69"
22-Aug-2020,Bill,00.00,"103,467.95","517,339.74"
22-Aug-2020,ATM,06.56,00.00,"517,346.30"
22-Aug-2020,Cash,00.00,"172,448.77","344,897.53"
22-Aug-2020,Cash,00.00,"57,482.92","287,414.61"
22-Aug-2020,RTGS,49.03,00.00,"287,463.64"
22-Aug-2020,RTGS,02.70,00.00,"287,466.34"
22-Aug-2020,Tax,00.00,"143,733.17","143,733.17"
22-Aug-2020,Tax,00.00,"15,970.35","127,762.82"
22-Aug-2020,IMPS,00.00,"12,776.28","114,986.54"
22-Aug-2020,IMPS,00.00,"12,776.28","102,210.26"
22-Aug-2020,Bill,00.00,"20,442.05","81,768.21"
22-Aug-2020,Reversal,05.00,00.00,"81,773.21"
22-Aug-2020,Purchase,00.00,"10,221.65","71,551.56"
22-Aug-2020,ATM,"1,517.00",00.00,"73,068.56"
22-Aug-2020,Purchase,58.32,00.00,"73,126.88"
22-Aug-2020,NEFT,498.10,00.00,"73,624.98"
22-Aug-2020,Commission,00.00,"18,406.25","55,218.74"
22-Aug-2020,Bill,00.00,"27,609.37","27,609.37"
22-Aug-2020,Bill,"1,477.00",00.00,"29,086.37"
22-Aug-2020,Commission,"24,177.48",00.00,"53,263.85"
22-Aug-2020,ATM,"16,117.00",00.00,"69,380.85"
22-Aug-2020,Cash,01.20,00.00,"69,382.05"
22-Aug-2020,IMPS,00.00,"34,691.03","34,691.02"
22-Aug-2020,Interest,"75,165.20",00.00,"109,856.22"
22-Aug-2020,Reversal,00.00,"21,971.24","87,884.98"
22-Aug-2020,Cash,31.90,00.00,"87,916.88"
22-Aug-2020,Miscellaneous,00.00,"12,559.55","75,357.33"
22-Aug-2020,Reversal,00.00,"7,535.73","67,821.60"
22-Aug-2020,Interest,00.00,"22,607.20","45,214.40"
22-Aug-2020,Miscellaneous,00.00,"45,214.40",00.00
22-Aug-2020,ATM,"232,149.80",00.00,"232,149.80"
23-Aug-2020,NEFT,"14,076.00",00.00,"246,225.80"
23-Aug-2020,Purchase,00.00,"82,075.27","164,150.53"
23-Aug-2020,NEFT,53.90,00.00,"164,204.43"
23-Aug-2020,RTGS,"2,062,993.25",00.00,"2,227,197.68"
23-Aug-2020,Commission,00.00,"371,199.61","1,855,998.07"
23-Aug-2020,Commission,00.00,"309,333.01","1,546,665.06"
23-Aug-2020,Transfer,00.00,"220,952.15","1,325,712.91"
23-Aug-2020,Bill,00.00,"220,952.15","1,104,760.76"
23-Aug-2020,Cash,"669,526.00",00.00,"1,774,286.76"
23-Aug-2020,Cheque,00.00,"197,142.97","1,577,143.79"
23-Aug-2020,Reversal,00.00,"315,428.76","1,261,715.03"
23-Aug-2020,ATM,"924,215.00",00.00,"2,185,930.03"
24-Aug-2020,Interest,00.00,"2,185,930.03",00.00
24-Aug-2020,IMPS,21.00,00.00,21.00
24-Aug-2020,Transfer,"214,646.30",00.00,"214,667.30"
24-Aug-2020,ATM,07.00,00.00,"214,674.30"
24-Aug-2020,Commission,"32,457.50",00.00,"247,131.80"
24-Aug-2020,Miscellaneous,00.00,"30,891.48","216,240.32"
24-Aug-2020,Cash,05.69,00.00,"216,246.01"
24-Aug-2020,RTGS,00.00,"72,082.00","144,164.01"
24-Aug-2020,Debit Card,00.00,"48,054.67","96,109.34"
24-Aug-2020,RTGS,"156,073.34",00.00,"252,182.68"
24-Aug-2020,Bill,339.90,00.00,"252,522.58"
24-Aug-2020,Transfer,04.84,00.00,"252,527.42"
24-Aug-2020,RTGS,00.00,"84,175.81","168,351.61"
24-Aug-2020,Reversal,00.00,"24,050.23","144,301.38"
24-Aug-2020,Debit Card,"14,685.55",00.00,"158,986.93"
24-Aug-2020,Reversal,"31,268.00",00.00,"190,254.93"
24-Aug-2020,RTGS,00.00,"95,127.47","95,127.46"
24-Aug-2020,Bill,"22,270.30",00.00,"117,397.76"
24-Aug-2020,Commission,"17,631.50",00.00,"135,029.26"
24-Aug-2020,NEFT,00.00,"13,502.93","121,526.33"
24-Aug-2020,Interest,204.50,00.00,"121,730.83"
24-Aug-2020,Transfer,"18,582.60",00.00,"140,313.43"
24-Aug-2020,Purchase,39.10,00.00,"140,352.53"
25-Aug-2020,NEFT,"1,164.08",00.00,"141,516.61"
25-Aug-2020,Tax,00.00,"47,172.20","94,344.41"
25-Aug-2020,NEFT,658.17,00.00,"95,002.58"
25-Aug-2020,Bill,00.00,"95,002.58",00.00
25-Aug-2020,NEFT,"561,068.00",00.00,"561,068.00"
25-Aug-2020,Miscellaneous,00.00,"112,213.60","448,854.40"
25-Aug-2020,Purchase,"2,468.00",00.00,"451,322.40"
25-Aug-2020,Cash,00.00,"90,264.48","361,057.92"
25-Aug-2020,Tax,00.00,"120,352.64","240,705.28"
25-Aug-2020,Commission,00.00,"26,745.03","213,960.25"
25-Aug-2020,RTGS,00.00,"23,773.36","190,186.89"
25-Aug-2020,Bill,00.00,"190,186.89",00.00
25-Aug-2020,Reversal,"56,146.28",00.00,"56,146.28"
25-Aug-2020,Reversal,00.00,"9,357.71","46,788.57"
25-Aug-2020,Miscellaneous,00.00,"15,596.19","31,192.38"
25-Aug-2020,Reversal,"1,576.00",00.00,"32,768.38"
25-Aug-2020,Cash,"4,887.83",00.00,"37,656.21"
26-Aug-2020,NEFT,00.00,"4,184.02","33,472.19"
26-Aug-2020,NEFT,00.00,"3,719.13","29,753.06"
26-Aug-2020,IMPS,00.00,"4,250.44","25,502.62"
26-Aug-2020,Miscellaneous,05.36,00.00,"25,507.98"
26-Aug-2020,Purchase,00.00,"8,502.66","17,005.32"
26-Aug-2020,Transfer,00.00,"8,502.66","8,502.66"
26-Aug-2020,Debit Card,00.00,"2,834.22","5,668.44"
26-Aug-2020,Cheque,234.00,00.00,"5,902.44"
26-Aug-2020,Tax,"655,045.00",00.00,"660,947.44"
26-Aug-2020,Debit Card,00.00,"132,189.49","528,757.95"
26-Aug-2020,Interest,00.00,"264,378.98","264,378.97"
26-Aug-2020,Tax,49.00,00.00,"264,427.97"
26-Aug-2020,Cheque,"18,194.00",00.00,"282,621.97"
26-Aug-2020,Commission,"96,151.00",00.00,"378,772.97"
26-Aug-2020,Interest,00.00,"42,085.89","336,687.08"
26-Aug-2020,Purchase,485.86,00.00,"337,172.94"
26-Aug-2020,Commission,00.00,"67,434.59","269,738.35"
26-Aug-2020,Tax,00.00,"89,912.78","179,825.57"
26-Aug-2020,Cheque,147.00,00.00,"179,972.57"
26-Aug-2020,Bill,57.96,00.00,"180,030.53"
26-Aug-2020,Cheque,00.00,"18,003.05","162,027.48"
26-Aug-2020,RTGS,00.00,"162,027.48",00.00
26-Aug-2020,Bill,"2,558.20",00.00,"2,558.20"
26-Aug-2020,Interest,"2,600.70",00.00,"5,158.90"
26-Aug-2020,Reversal,00.00,515.89,"4,643.01"
26-Aug-2020,Tax,00.00,"2,321.51","2,321.50"
26-Aug-2020,Tax,00.00,257.94,"2,063.56"
26-Aug-2020,NEFT,00.00,257.95,"1,805.62"
26-Aug-2020,NEFT,00.00,902.81,902.81
26-Aug-2020,Tax,"17,757.00",00.00,"18,659.81"
26-Aug-2020,Bill,00.00,"1,865.98","16,793.83"
26-Aug-2020,ATM,00.00,"2,099.23","14,694.60"
26-Aug-2020,Debit Card,"1,765.00",00.00,"16,459.60"
26-Aug-2020,Cash,"9,391.34",00.00,"25,850.94"
26-Aug-2020,ATM,53.00,00.00,"25,903.94"
26-Aug-2020,Commission,00.00,"25,903.94",00.00
27-Aug-2020,Purchase,"4,089.00",00.00,"4,089.00"
27-Aug-2020,Transfer,00.00,584.14,"3,504.86"
27-Aug-2020,Debit Card,00.00,584.14,"2,920.72"
27-Aug-2020,IMPS,00.00,324.52,"2,596.20"
27-Aug-2020,ATM,"80,541.00",00.00,"83,137.20"
27-Aug-2020,Debit Card,"12,207.01",00.00,"95,344.21"
27-Aug-2020,Bill,"24,114.20",00.00,"119,458.41"
27-Aug-2020,NEFT,00.00,"59,729.21","59,729.20"
27-Aug-2020,Debit Card,00.00,"29,864.60","29,864.60"
27-Aug-2020,Bill,"1,470.00",00.00,"31,334.60"
28-Aug-2020,Interest,"1,597.30",00.00,"32,931.90"
28-Aug-2020,Transfer,00.00,"4,116.49","28,815.41"
28-Aug-2020,Transfer,"1,415.30",00.00,"30,230.71"
28-Aug-2020,Tax,05.60,00.00,"30,236.31"
28-Aug-2020,Cheque,"247,908.00",00.00,"278,144.31"
28-Aug-2020,Debit Card,00.00,"92,714.77","185,429.54"
28-Aug-2020,Tax,00.00,"26,489.93","158,939.61"
28-Aug-2020,Tax,403.00,00.00,"159,342.61"
28-Aug-2020,ATM,00.00,"19,917.83","139,424.78"
28-Aug-2020,NEFT,00.00,"34,856.20","104,568.58"
28-Aug-2020,Bill,"32,382.00",00.00,"136,950.58"
29-Aug-2020,Interest,06.70,00.00,"136,957.28"
29-Aug-2020,Transfer,"218,711.00",00.00,"355,668.28"
29-Aug-2020,ATM,00.00,"355,668.28",00.00
29-Aug-2020,Tax,"17,299.30",00.00,"17,299.30"
29-Aug-2020,Commission,"13,481.50",00.00,"30,780.80"
29-Aug-2020,RTGS,00.00,"30,780.80",00.00
29-Aug-2020,Purchase,07.16,00.00,07.16
29-Aug-2020,IMPS,00.00,01.02,06.14
29-Aug-2020,RTGS,06.98,00.00,13.12
29-Aug-2020,Cheque,63.30,00.00,76.42
29-Aug-2020,IMPS,00.00,12.74,63.68
29-Aug-2020,NEFT,"546,890.00",00.00,"546,953.68"
29-Aug-2020,Bill,"243,884.72",00.00,"790,838.40"
29-Aug-2020,Transfer,"5,037.68",00.00,"795,876.08"
29-Aug-2020,IMPS,"260,729.00",00.00,"1,056,605.08"
29-Aug-2020,Reversal,00.00,"528,302.54","528,302.54"
29-Aug-2020,Cash,00.00,"264,151.27","264,151.27"
29-Aug-2020,Debit Card,"3,849.00",00.00,"268,000.27"
29-Aug-2020,Interest,"3,028.50",00.00,"271,028.77"
29-Aug-2020,Tax,00.00,"45,171.46","225,857.31"
29-Aug-2020,ATM,"1,201.50",00.00,"227,058.81"
30-Aug-2020,ATM,57.60,00.00,"227,116.41"
30-Aug-2020,RTGS,00.00,"56,779.10","170,337.31"
30-Aug-2020,Transfer,00.00,"24,333.90","146,003.41"
30-Aug-2020,Cheque,01.20,00.00,"146,004.61"
30-Aug-2020,Cash,"608,444.00",00.00,"754,448.61"
30-Aug-2020,Commission,"1,822.00",00.00,"756,270.61"
30-Aug-2020,IMPS,00.00,"378,135.31","378,135.30"
30-Aug-2020,Reversal,00.00,"54,019.33","324,115.97"
30-Aug-2020,Miscellaneous,"148,962.90",00.00,"473,078.87"
30-Aug-2020,Transfer,"1,186.40",00.00,"474,265.27"
30-Aug-2020,Commission,00.00,"59,283.16","414,982.11"
30-Aug-2020,IMPS,"1,660,388.80",00.00,"2,075,370.91"
30-Aug-2020,IMPS,57.40,00.00,"2,075,428.31"
30-Aug-2020,Cash,00.00,"1,037,714.16","1,037,714.16"
30-Aug-2020,Miscellaneous,31.00,00.00,"1,037,745.16"
30-Aug-2020,Cheque,00.00,"172,957.53","864,787.63"
30-Aug-2020,ATM,00.00,"123,541.09","741,246.54"
30-Aug-2020,NEFT,"65,880.00",00.00,"807,126.54"
30-Aug-2020,Interest,00.00,"201,781.64","605,344.90"
30-Aug-2020,Cash,494.83,00.00,"605,839.73"
30-Aug-2020,Bill,"3,536.00",00.00,"609,375.73"
30-Aug-2020,NEFT,00.00,"67,708.41","541,667.32"
30-Aug-2020,Purchase,06.00,00.00,"541,673.32"
30-Aug-2020,Bill,"180,559.70",00.00,"722,233.02"
30-Aug-2020,Cash,"220,568.00",00.00,"942,801.02"
30-Aug-2020,Reversal,"1,107,811.20",00.00,"2,050,612.22"
30-Aug-2020,IMPS,00.00,"512,653.06","1,537,959.16"
30-Aug-2020,Bill,29.40,00.00,"1,537,988.56"
30-Aug-2020,Transfer,"143,399.80",00.00,"1,681,388.36"
30-Aug-2020,Commission,194.10,00.00,"1,681,582.46"
30-Aug-2020,IMPS,00.00,"210,197.81","1,471,384.65"
30-Aug-2020,Cash,00.00,"147,138.47","1,324,246.18"
30-Aug-2020,Miscellaneous,"5,157.00",00.00,"1,329,403.18"
30-Aug-2020,Bill,00.00,"189,914.74","1,139,488.44"
30-Aug-2020,RTGS,162.76,00.00,"1,139,651.20"
30-Aug-2020,Bill,03.10,00.00,"1,139,654.30"
30-Aug-2020,Reversal,"144,930.60",00.00,"1,284,584.90"
30-Aug-2020,IMPS,34.63,00.00,"1,284,619.53"
30-Aug-2020,Reversal,00.00,"321,154.88","963,464.65"
30-Aug-2020,Commission,31.50,00.00,"963,496.15"
30-Aug-2020,Bill,00.00,"107,055.13","856,441.02"
30-Aug-2020,Bill,00.00,"142,740.17","713,700.85"
30-Aug-2020,NEFT,"112,441.00",00.00,"826,141.85"
30-Aug-2020,NEFT,"187,519.60",00.00,"1,013,661.45"
30-Aug-2020,RTGS,"1,544,042.50",00.00,"2,557,703.95"
30-Aug-2020,Purchase,00.00,"426,283.99","2,131,419.96"
30-Aug-2020,Interest,"198,352.50",00.00,"2,329,772.46"
31-Aug-2020,IMPS,"223,506.00",00.00,"2,553,278.46"
31-Aug-2020,Bill,00.00,"638,319.62","1,914,958.84"
31-Aug-2020,Cheque,00.00,"319,159.81","1,595,799.03"
31-Aug-2020,Transfer,591.70,00.00,"1,596,390.73"
31-Aug-2020,Commission,"1,111,491.00",00.00,"2,707,881.73"
31-Aug-2020,Bill,00.00,"902,627.24","1,805,254.49"
31-Aug-2020,RTGS,"24,937.38",00.00,"1,830,191.87"
31-Aug-2020,Cheque,00.00,"457,547.97","1,372,643.90"
31-Aug-2020,Tax,"184,050.70",00.00,"1,556,694.60"
31-Aug-2020,Cheque,22.00,00.00,"1,556,716.60"
31-Aug-2020,Interest,122.20,00.00,"1,556,838.80"
31-Aug-2020,Cash,"1,455.10",00.00,"1,558,293.90"
31-Aug-2020,RTGS,00.00,"779,146.95","779,146.95"
31-Aug-2020,Cheque,157.47,00.00,"779,304.42"
31-Aug-2020,NEFT,00.00,"97,413.05","681,891.37"
31-Aug-2020,Transfer,00.00,"85,236.42","596,654.95"
31-Aug-2020,Reversal,"32,420.43",00.00,"629,075.38"
31-Aug-2020,Bill,00.00,"62,907.54","566,167.84"
31-Aug-2020,NEFT,00.00,"188,722.61","377,445.23"
31-Aug-2020,NEFT,00.00,"37,744.52","339,700.71"
31-Aug-2020,Cheque,"40,474.00",00.00,"380,174.71"
31-Aug-2020,Cheque,00.00,"54,310.67","325,864.04"
31-Aug-2020,IMPS,"9,877.00",00.00,"335,741.04"
31-Aug-2020,Transfer,00.00,"33,574.10","302,166.94"
31-Aug-2020,ATM,00.00,"30,216.69","271,950.25"
31-Aug-2020,Transfer,00.00,"90,650.08","181,300.17"
31-Aug-2020,Reversal,00.00,"25,900.02","155,400.15"
31-Aug-2020,Tax,"18,300.27",00.00,"173,700.42"
31-Aug-2020,IMPS,00.00,"43,425.11","130,275.32"
31-Aug-2020,Debit Card,00.00,"65,137.66","65,137.66"
31-Aug-2020,RTGS,00.00,"32,568.83","32,568.83"
31-Aug-2020,Reversal,00.00,"16,284.42","16,284.42"
31-Aug-2020,ATM,"30,287.00",00.00,"46,571.42"
31-Aug-2020,NEFT,"218,795.70",00.00,"265,367.12"
31-Aug-2020,Commission,00.00,"37,909.59","227,457.53"
31-Aug-2020,Transfer,00.00,"25,273.06","202,184.47"
31-Aug-2020,RTGS,07.00,00.00,"202,191.47"
31-Aug-2020,Interest,00.00,"25,273.93","176,917.54"
31-Aug-2020,Bill,00.00,"17,691.75","159,225.79"
31-Aug-2020,Purchase,00.00,"22,746.54","136,479.25"
31-Aug-2020,Bill,369.00,00.00,"136,848.25"
31-Aug-2020,Interest,202.47,00.00,"137,050.72"
31-Aug-2020,Bill,00.00,"15,227.86","121,822.86"
31-Aug-2020,Commission,04.00,00.00,"121,826.86"
31-Aug-2020,Reversal,482.30,00.00,"122,309.16"
31-Aug-2020,Transfer,07.80,00.00,"122,316.96"
31-Aug-2020,Reversal,"1,510,102.20",00.00,"1,632,419.16"
31-Aug-2020,NEFT,00.00,"816,209.58","816,209.58"
31-Aug-2020,Cash,00.00,"272,069.86","544,139.72"
31-Aug-2020,Transfer,"1,914,889.50",00.00,"2,459,029.22"
31-Aug-2020,Debit Card,00.00,"245,902.92","2,213,126.30"
31-Aug-2020,Cheque,00.00,"737,708.77","1,475,417.53"
31-Aug-2020,Debit Card,00.00,"491,805.84","983,611.69"
31-Aug-2020,Miscellaneous,179.60,00.00,"983,791.29"
31-Aug-2020,Interest,"23,452.90",00.00,"1,007,244.19"
31-Aug-2020,Purchase,"21,964.97",00.00,"1,029,209.16"
31-Aug-2020,Reversal,366.39,00.00,"1,029,575.55"
31-Aug-2020,Interest,00.00,"147,082.22","882,493.33"
31-Aug-2020,Purchase,00.00,"882,493.33",00.00
31-Aug-2020,Commission,"93,929.00",00.00,"93,929.00"
31-Aug-2020,ATM,"1,980.10",00.00,"95,909.10"
31-Aug-2020,Transfer,"24,624.00",00.00,"120,533.10"
31-Aug-2020,Miscellaneous,00.00,"17,219.01","103,314.09"
31-Aug-2020,Cheque,00.00,"34,438.03","68,876.06"
31-Aug-2020,Purchase,"1,181,375.75",00.00,"1,250,251.81"
31-Aug-2020,Cheque,00.00,"125,025.18","1,125,226.63"
31-Aug-2020,Cheque,02.10,00.00,"1,125,228.73"
31-Aug-2020,IMPS,00.00,"375,076.24","750,152.49"
31-Aug-2020,Debit Card,"27,255.80",00.00,"777,408.29"
31-Aug-2020,Reversal,"584,944.00",00.00,"1,362,352.29"
31-Aug-2020,Cash,00.00,"340,588.07","1,021,764.22"
31-Aug-2020,Commission,"1,794.00",00.00,"1,023,558.22"
31-Aug-2020,ATM,252.60,00.00,"1,023,810.82"
31-Aug-2020,NEFT,06.10,00.00,"1,023,816.92"
31-Aug-2020,NEFT,"397,867.25",00.00,"1,421,684.17"
31-Aug-2020,IMPS,503.33,00.00,"1,422,187.50"
31-Aug-2020,Cash,00.00,"237,031.25","1,185,156.25"
31-Aug-2020,Purchase,"1,182.14",00.00,"1,186,338.39"
31-Aug-2020,IMPS,00.00,"118,633.84","1,067,704.55"
31-Aug-2020,Transfer,00.00,"133,463.07","934,241.48"
31-Aug-2020,Interest,29.00,00.00,"934,270.48"
31-Aug-2020,Reversal,00.00,"93,427.05","840,843.43"
31-Aug-2020,Transfer,00.00,"140,140.57","700,702.86"
31-Aug-2020,Tax,00.00,"140,140.57","560,562.29"
31-Aug-2020,Bill,00.00,"140,140.57","420,421.72"
31-Aug-2020,Cheque,00.00,"105,105.43","315,316.29"
31-Aug-2020,Debit Card,"27,911.30",00.00,"343,227.59"
31-Aug-2020,ATM,00.00,"114,409.20","228,818.39"
31-Aug-2020,Purchase,"2,651.66",00.00,"231,470.05"
31-Aug-2020,Tax,00.00,"33,067.15","198,402.90"
31-Aug-2020,Cash,"15,068.00",00.00,"213,470.90"
31-Aug-2020,IMPS,00.00,"71,156.97","142,313.93"
31-Aug-2020,Tax,"1,736,261.00",00.00,"1,878,574.93"
31-Aug-2020,Reversal,03.40,00.00,"1,878,578.33"
31-Aug-2020,Bill,46.90,00.00,"1,878,625.23"
31-Aug-2020,Cheque,"81,164.00",00.00,"1,959,789.23"
31-Aug-2020,Cheque,"2,129.00",00.00,"1,961,918.23"
31-Aug-2020,Interest,00.00,"326,986.37","1,634,931.86"
31-Aug-2020,Tax,00.00,"1,634,931.86",00.00
31-Aug-2020,Commission,526.50,00.00,526.50
31-Aug-2020,Bill,00.00,175.50,351.00
31-Aug-2020,Interest,04.10,00.00,355.10
31-Aug-2020,Tax,"118,212.00",00.00,"118,567.10"
31-Aug-2020,Purchase,00.00,"19,761.18","98,805.92"
31-Aug-2020,Debit Card,"3,159.00",00.00,"101,964.92"
31-Aug-2020,IMPS,01.50,00.00,"101,966.42"
31-Aug-2020,RTGS,"30,487.00",00.00,"132,453.42"
31-Aug-2020,Tax,00.00,"66,226.71","66,226.71"
31-Aug-2020,Miscellaneous,07.00,00.00,"66,233.71"
31-Aug-2020,RTGS,04.70,00.00,"66,238.41"
